Year,Scenario,Africa,Asia-Pacific Developed,Eastern Asia,Europe,Eurasia,Latin America and Caribbean,Middle East,North America,Southern Asia,South-East Asia and Developing Pacific,Global
2088,ssp126,-7.074766541,-5.974359417,-12.91281414,-12.64675474,-9.797779083,-7.193196106,-15.63540449,-12.27525873,-13.25780649,-8.950065088,-8.602432398
2089,ssp126,-7.001994514,-6.118055487,-12.98970032,-12.51358318,-9.602536678,-7.232655096,-16.02234259,-12.09560699,-13.53889914,-9.448244524,-8.534704021
2090,ssp126,-7.305876637,-6.132330084,-12.88541365,-12.69179821,-9.609459877,-7.182172108,-16.11007538,-12.3084013,-13.6168191,-9.47414155,-8.626609102
2091,ssp126,-7.254414463,-6.334241295,-13.104702,-12.96718454,-10.04776907,-7.083949614,-16.2100028,-12.45667667,-13.97897692,-9.898304892,-8.701805394
2092,ssp126,-7.051157379,-6.302290821,-13.20114803,-12.71307516,-9.984911919,-7.058431911,-15.78541079,-12.41540499,-14.06844301,-10.0242476,-8.628881085
2093,ssp126,-7.231151962,-6.157369757,-13.4973793,-13.09568405,-10.31172514,-7.027393866,-16.09232559,-12.60310383,-14.29130907,-9.867431593,-8.729813403
2094,ssp126,-7.229998016,-6.168783331,-13.3031373,-12.76575136,-10.08940887,-7.13897233,-15.8885273,-12.39651079,-13.86277361,-9.896206808,-8.627703614
2095,ssp126,-7.376970196,-6.413761044,-13.28236961,-12.72856808,-9.849335194,-7.331367779,-15.92253485,-12.21990891,-14.05308027,-9.827571344,-8.696535767
2096,ssp126,-7.785124683,-6.177280569,-13.85558319,-13.33600044,-10.67008734,-7.3297153,-16.83072462,-12.90618534,-14.48629541,-9.700906706,-8.934722993
2097,ssp126,-7.656988525,-6.567264223,-13.46901608,-12.88346148,-10.2319212,-7.552839804,-16.6394824,-12.36659641,-14.49319525,-10.14672132,-8.898070426
2098,ssp126,-7.798204327,-6.620641613,-13.80251408,-12.99064398,-10.37094927,-7.648474503,-16.55533018,-12.53515739,-14.95086355,-9.908247423,-9.022734878
2099,ssp126,-8.118417645,-6.588844442,-13.85610437,-13.25508404,-10.45735598,-7.613382626,-17.31625786,-12.73854847,-15.18766375,-10.35324807,-9.159680064
2100,ssp126,-7.599480057,-6.601106071,-13.76675177,-13.22755861,-10.49142265,-7.389896917,-16.42644444,-12.52774496,-14.75453444,-11.06981487,-8.99615999
2015,ssp245,0.185015774,0.095809793,0.566567421,-0.034255505,0.380678177,0.385476303,-0.035684013,-0.372318459,1.654959011,1.379012156,0.123752026
2016,ssp245,-0.133228683,-0.092055464,0.588995934,0.024962902,0.384036541,0.053774548,-0.272217178,-0.409452152,1.792195606,1.079800653,-0.006880582
2017,ssp245,-0.104154491,0.01247344,0.824818611,0.036351681,0.31351757,0.411448193,0.220317459,-0.490308952,1.757828045,0.80522542,0.052866863
2018,ssp245,0.278864479,0.12743125,0.720506668,-0.28921032,0.266708851,0.005533886,0.488831139,-0.67925806,1.773902225,0.721262026,0.027110222
2019,ssp245,0.342073059,-0.09277072,0.935340881,-0.213252544,0.410445213,0.101175976,0.087597466,-0.749931049,1.784497547,0.705316114,0.127085242
2020,ssp245,0.308495617,-0.19670167,0.989647865,-0.205297947,0.560507774,0.143752766,0.364984131,-0.871359062,1.247884083,0.632819223,-0.023474999
2021,ssp245,0.260288334,-0.123840952,1.364345551,0.025997639,0.360322952,0.215865326,0.251801109,-0.871959877,1.95508604,0.801902819,0.036253338
2022,ssp245,-0.079748058,-0.201500559,0.93952179,-0.223118305,0.315478325,-0.103601265,0.020621872,-1.164307308,2.13174181,1.135721254,-0.093775401
2023,ssp245,0.224274731,0.016905165,0.921593666,-0.496878624,0.261079788,0.018579197,0.409049606,-1.155094814,2.639962482,0.662686872,-0.091191961
2024,ssp245,0.471874332,-0.09158721,1.433726311,-0.378908157,0.280708313,0.083775711,0.834905243,-1.1079175,2.796455669,0.863751936,-0.007646932
2025,ssp245,0.139968491,-0.062765741,1.244945526,-0.515240669,0.307841301,-0.039160061,0.159236526,-1.273394775,2.664890575,1.080794859,-0.059018857
2026,ssp245,-0.095131302,-0.302519941,1.33140564,-0.514530659,0.295884132,-0.041995811,0.038242912,-1.330285263,2.759216595,0.910890627,-0.209949289
2027,ssp245,-0.035343075,-0.375222826,1.418585777,-0.554461956,0.217325211,0.100824547,0.045549965,-1.539435101,2.514721203,0.947830248,-0.293779215
2028,ssp245,-0.004947567,-0.494968557,1.286999702,-0.930107594,0.106442451,0.025110435,0.303831673,-1.560541821,2.710344601,0.888664293,-0.310046472
2029,ssp245,-0.162444019,-0.399768019,1.506184578,-0.696627617,0.313604832,-0.031245995,-0.150639915,-1.414262962,3.291701603,0.953619051,-0.360807993
2030,ssp245,0.252903557,-0.692471647,1.314105034,-0.846757412,0.061157227,-0.287769127,0.325143433,-1.657834244,3.776325512,0.608211088,-0.341166835
2031,ssp245,0.006407833,-0.611924314,1.647356987,-0.825920105,0.151062965,-0.161892223,0.464308357,-1.788998795,3.304715443,0.77432065,-0.392586616
2032,ssp245,-0.044722462,-0.552559042,1.400561333,-0.746519566,0.145043373,-0.161317635,0.340714073,-1.684613419,3.288398075,0.746264982,-0.454874696
2033,ssp245,0.170501804,-0.671793127,1.346853256,-1.019522667,0.100967884,-0.043839741,0.272922134,-1.589000893,3.213349628,0.834473658,-0.434635414
2034,ssp245,0.090352631,-0.341336393,1.152031898,-0.927793026,0.134308815,-0.2648242,0.200085258,-1.76196785,3.59061079,0.850576925,-0.433489693
2035,ssp245,0.036081886,-0.554615164,1.463317871,-0.907159805,0.273623466,-0.235557365,-0.19758358,-1.879837704,3.796288776,0.557136583,-0.470753323
2036,ssp245,-0.204082394,-0.587884569,1.415841103,-1.175033569,-0.213612556,-0.38670187,-0.186367416,-2.095209312,3.602878857,0.555578279,-0.667372199
2037,ssp245,-0.107570076,-0.903190279,1.360936165,-0.922677517,0.050714016,-0.300957966,-0.007861519,-1.91511364,3.835660267,0.103452253,-0.664628623
2038,ssp245,-0.295876884,-0.899836206,1.310287476,-1.330332279,-0.25328064,-0.5401824,0.05348835,-2.193063927,4.053862858,0.500665712,-0.824756774
2039,ssp245,-0.044744396,-0.793173933,1.210032463,-1.387320042,-0.243935108,-0.373177338,0.230919456,-2.110254478,4.241597462,-0.064441156,-0.715307404
2040,ssp245,-0.109143162,-1.057679319,1.215191841,-1.322688103,-0.280170918,-0.574278641,0.462352371,-2.331010532,4.662813473,-0.176113081,-0.848591632
2041,ssp245,-0.209592247,-1.219391489,0.814145088,-1.356946468,-0.367764473,-0.713737774,0.168697929,-2.353370857,4.334001827,-0.329678965,-0.988148066
2042,ssp245,-0.358566189,-0.993802214,1.063259125,-1.27489996,0.094395638,-0.482219982,-0.252688789,-1.991020393,4.146619129,-0.043281507,-0.766609542
2043,ssp245,-0.101105118,-1.111420298,1.077642441,-1.444173813,-0.100793362,-0.873829174,-0.204406166,-2.356207561,4.184019375,-0.438890409,-0.916055588
2044,ssp245,-0.263535881,-1.050952101,0.793944359,-1.580618858,-0.411950111,-0.685605335,0.037067032,-2.542065811,4.416830349,-0.239389849,-0.989659078
2045,ssp245,-0.223123932,-1.350785875,0.838778496,-1.521047115,-0.340130329,-0.641982365,-0.144267464,-2.634158802,3.854822445,-0.407914591,-1.010611523
2046,ssp245,-0.404926682,-1.124725008,0.745690346,-1.621005058,-0.666594982,-0.936929512,-0.156491661,-2.826392841,4.375185299,-0.090916109,-1.080611505
2047,ssp245,-0.318701649,-1.482311869,0.6474123,-1.405191898,-0.423054695,-1.089606571,-0.355677032,-2.778240395,4.925479221,-0.601646852,-1.126771018
2048,ssp245,-0.317470455,-1.417181158,0.474574089,-1.458308697,-0.557878971,-0.946043777,-0.708856964,-2.924135876,4.666635799,-0.551856947,-1.183669164
2049,ssp245,-0.329632187,-1.43355813,0.440704346,-1.768579006,-0.457395554,-1.140341568,-0.209411049,-2.907636833,4.568135548,-0.463639688,-1.223905479
2050,ssp245,-0.466865921,-1.304761076,0.468361855,-1.562597752,-0.29789114,-1.164969254,-0.66760006,-2.790777874,4.558834362,-0.455960226,-1.161486808
2051,ssp245,-0.69671669,-1.557822371,0.242598534,-1.790017128,-0.506737232,-1.464273739,-0.91316452,-3.126048279,4.340827274,-0.730869246,-1.422014931
2052,ssp245,-0.520464325,-1.64689436,-0.318951607,-1.807920933,-0.762890816,-1.369658756,-0.614542389,-3.067313385,4.443719196,-1.147245836,-1.451918759
2053,ssp245,-0.607814217,-1.686139488,-0.098582268,-1.805904388,-0.692507267,-1.614014435,-1.183025742,-3.226557446,4.031025219,-1.277203512,-1.545027682
2054,ssp245,-0.832464123,-1.622107649,-0.617795944,-2.185508251,-1.160302162,-1.679518509,-1.414551163,-3.472928238,3.837176609,-0.978053999,-1.659940582
2055,ssp245,-0.805556202,-1.654770279,-0.498993874,-2.059988022,-0.833714485,-1.614198971,-0.987105751,-3.023839664,4.34067564,-1.577928972,-1.498434338
2056,ssp245,-0.929927254,-1.730639839,-0.537947655,-2.088654995,-1.036550999,-1.831136036,-1.650404358,-3.43610878,3.759731579,-1.131871176,-1.700771589
2057,ssp245,-0.846148872,-1.860268021,-1.006490707,-2.235438347,-0.91432476,-1.878492641,-1.652753258,-3.504670811,4.348056126,-2.006203604,-1.762354459
2058,ssp245,-0.716023827,-2.208890343,-0.798358917,-1.991153717,-0.850313187,-1.848641682,-1.452987099,-3.245885086,3.829827595,-2.369781446,-1.786838977
2059,ssp245,-1.234797382,-2.303438091,-1.050382614,-2.144385815,-0.853831768,-1.982450771,-2.120551491,-3.69964571,3.841752338,-1.808520746,-1.983948064
2060,ssp245,-1.166055584,-2.113687897,-1.354025841,-2.427931786,-1.325088978,-2.254283237,-2.269581223,-3.833991241,3.118654537,-2.176394415,-2.047751833
2061,ssp245,-1.359300041,-2.028516197,-1.285904884,-2.569257259,-1.245907784,-2.306063461,-2.294348145,-3.700977039,3.334325123,-2.099538755,-2.101739734
2062,ssp245,-1.294904137,-2.265981579,-1.815432549,-2.595520973,-1.296067238,-2.309579659,-2.435964966,-4.065727901,2.834882069,-2.553996515,-2.223218065
2063,ssp245,-1.456713104,-2.140658998,-1.764539719,-2.614966393,-1.20899725,-2.475729275,-2.301993752,-4.013461781,2.72411375,-2.49237628,-2.236401044
2064,ssp245,-1.786376381,-2.257487679,-2.028951645,-2.668444157,-1.323715687,-2.657913494,-2.863746071,-4.209672642,2.745174694,-2.495265436,-2.366435995
2065,ssp245,-1.707214737,-2.137358332,-2.049198151,-2.715212822,-1.513664246,-2.420437622,-3.580027008,-4.070656013,2.328298855,-2.513852549,-2.306071879
2066,ssp245,-1.589082146,-2.054780388,-1.959281921,-2.574147224,-1.340287209,-2.430604744,-3.004925156,-3.961065006,2.418124485,-3.186463785,-2.194261304
2067,ssp245,-1.692284489,-2.060037994,-2.353693962,-2.717151165,-1.6952672,-2.622981358,-3.088192368,-4.389170837,2.366436291,-2.922002268,-2.397714404
2068,ssp245,-1.910773659,-1.923956537,-2.205654144,-2.816634655,-1.448432922,-2.762008953,-3.643257523,-4.255120945,1.725253391,-2.779494715,-2.365156294
2069,ssp245,-1.840249443,-2.427203798,-2.541370392,-2.820838451,-1.497355461,-2.972776699,-3.36097374,-4.182974529,2.453592587,-3.205756617,-2.48380853
2070,ssp245,-1.87562027,-2.525915289,-3.029819489,-2.955471516,-1.550578594,-2.966716576,-3.303306007,-4.451310349,1.52199297,-3.895152998,-2.666212472
2071,ssp245,-2.01653471,-2.484123373,-3.010829926,-3.033930302,-1.684916019,-3.178934383,-3.582301521,-4.461234283,1.354802418,-3.394425344,-2.65683908
2072,ssp245,-1.947489643,-2.526061201,-3.205452919,-2.865522861,-1.612045765,-3.084403324,-3.840505981,-4.60403223,1.526530552,-3.860894632,-2.704342704
2073,ssp245,-2.173103714,-2.736256981,-3.129410744,-2.80243206,-1.675216675,-3.154705334,-3.953819656,-4.515367699,1.753960896,-3.390544844,-2.764497262
2074,ssp245,-1.997530842,-2.720532084,-3.540019035,-3.0595541,-1.675216198,-3.232929277,-3.865538025,-4.517234993,0.857976246,-4.003162336,-2.717677358
2075,ssp245,-2.466566467,-2.782268667,-3.758733749,-3.121843815,-1.941835403,-3.425128746,-4.488382721,-4.776360703,1.257625866,-3.827825022,-2.935768771
2076,ssp245,-2.565654182,-2.853105927,-3.669034958,-3.008347511,-1.725112915,-3.256293583,-4.62118187,-4.514845562,1.073434162,-4.327104044,-2.899030569
2077,ssp245,-2.18424263,-3.068676138,-3.718481064,-3.164242744,-1.7196455,-3.563139963,-3.598290825,-4.652334881,1.444257069,-4.687145185,-2.933672679
2078,ssp245,-2.551714802,-2.602601671,-3.908056259,-3.118593693,-1.916303158,-3.40661006,-4.311858559,-4.757531357,0.930180836,-4.065442038,-2.970639833
2079,ssp245,-2.70055809,-2.846919203,-4.07881546,-3.026734352,-1.640805244,-3.501642036,-4.781915092,-4.814652157,1.276830959,-4.230179262,-3.039874459
2080,ssp245,-2.803143406,-2.94488349,-4.445430756,-3.23790741,-1.923704624,-3.570184517,-4.864015961,-4.786788177,0.66063242,-4.436789942,-3.111866898
2081,ssp245,-2.793870354,-3.043884659,-4.400074005,-3.215616703,-1.904162407,-3.768753576,-5.061375999,-4.693916512,1.032878208,-4.750745726,-3.098977059
2082,ssp245,-2.807092571,-3.02967515,-4.512464523,-3.067978859,-2.054532528,-3.784926701,-4.594850922,-4.727340889,0.686118412,-5.068697882,-3.187715161
2083,ssp245,-2.94314661,-3.081587934,-4.856114388,-3.394555569,-2.218749046,-3.90581398,-4.824063683,-5.07541151,0.538457203,-4.955601168,-3.304807718
2084,ssp245,-3.050111198,-3.283099556,-4.73823452,-3.204008579,-1.973302364,-3.899261522,-5.238995934,-4.724689674,0.157266903,-4.988181067,-3.224765896
2085,ssp245,-3.398026371,-3.146679068,-5.027590752,-3.55466795,-2.241294384,-4.111454058,-5.718525314,-5.057686043,0.163770008,-4.687643003,-3.468887767
2086,ssp245,-3.398259068,-3.298869753,-5.291160583,-3.666493893,-2.470749378,-4.042197275,-5.746077919,-5.109403324,0.046733189,-5.897522879,-3.571168788
2087,ssp245,-3.277539158,-2.993521595,-5.043658257,-3.619439602,-2.340116978,-3.915037918,-5.459018135,-5.067736816,0.076873112,-5.365125132,-3.346646821
2088,ssp245,-3.594888592,-3.193782473,-5.331398964,-3.668778896,-2.510363579,-4.208124924,-5.623731995,-5.086029243,-0.082042408,-5.4508533,-3.619924519
2089,ssp245,-3.764663124,-3.197257662,-5.582273483,-3.686107159,-2.486545086,-4.138214397,-5.841491127,-5.129595947,-0.390087795,-5.887092066,-3.623005208
2090,ssp245,-3.607978725,-3.104738617,-5.715765953,-3.876974583,-2.505818367,-3.971773911,-5.434680367,-5.128179741,-0.256444645,-5.728862238,-3.526726139
2091,ssp245,-3.787608528,-3.495566273,-5.980744362,-3.905916214,-2.670018196,-4.074990797,-6.17777195,-5.209366035,-0.654757214,-5.946380568,-3.648420698
2092,ssp245,-3.406263256,-3.218229675,-5.445934296,-3.583598137,-2.40312767,-4.29049449,-5.523758316,-4.999297333,0.059800434,-6.142589998,-3.524980449
2093,ssp245,-3.909588718,-3.336874151,-6.0680933,-3.829733849,-2.428711414,-4.246346998,-6.210108185,-5.207078171,-0.821045589,-5.659261179,-3.764703728
2094,ssp245,-3.802165413,-3.335550928,-5.886852264,-3.724952698,-2.537034512,-4.265717554,-6.572110558,-5.062211227,-0.539257717,-6.137506437,-3.655290977
2095,ssp245,-3.951749706,-3.563086653,-6.058024406,-3.850142956,-2.674247265,-4.455609608,-6.692771339,-5.267127705,-1.308983517,-6.051505518,-3.786927487
2096,ssp245,-3.924451733,-3.539836311,-6.234781265,-3.987764835,-2.690751553,-4.406845379,-6.387316132,-5.267207336,-0.967677784,-6.312302065,-3.775146665
2097,ssp245,-3.975406075,-3.304706478,-6.446629524,-3.948359966,-2.756728649,-4.46818285,-6.721511269,-5.404557419,-1.244082165,-6.032431078,-3.757492651
2098,ssp245,-4.320491695,-3.521059656,-6.712083817,-4.14942503,-3.032519817,-4.516010809,-7.294309044,-5.528168869,-1.439506245,-6.382740927,-3.94389601
2099,ssp245,-4.000606441,-3.568696642,-6.596504211,-3.924015522,-2.802308083,-4.559467363,-6.930873299,-5.30867548,-1.892131519,-6.336600256,-3.881045592
2100,ssp245,-4.288266563,-3.575242662,-6.664168358,-4.077288628,-2.758364201,-4.663162994,-7.14928093,-5.357744884,-1.753304195,-6.329550219,-3.996643636
2015,ssp370,0.359197845,-0.142178535,0.423740005,-0.047124557,0.356796951,0.226456985,0.199440536,-0.290318298,1.524440613,1.339183922,0.170058436
2016,ssp370,0.050519409,0.092212868,0.514953232,-0.039771347,0.489724274,0.289681778,0.094544754,-0.093647385,1.641040649,1.51074688,0.172955001
2017,ssp370,0.076968231,0.102866554,0.879584122,0.459757156,0.820735474,0.475103531,0.351707993,0.009682465,2.278768005,1.775914497,0.229236189
2018,ssp370,0.559271851,0.146943092,1.182921982,0.32428772,0.52369339,0.535803375,1.017535934,0.120532227,2.768310394,1.67334034,0.344918904
2019,ssp370,0.848711243,0.062817955,1.451436234,0.787439651,1.118067856,0.904680786,1.404076157,0.383530045,2.85227417,1.558907051,0.58594834
2020,ssp370,0.933574905,0.351218224,1.652808762,0.61328537,1.04429657,1.107132111,1.710886154,0.526311874,3.117844238,1.813089104,0.687291721
2021,ssp370,0.658776321,0.369114494,1.789623642,0.635566635,0.942197342,0.742741928,1.345203934,0.329037857,3.602647247,3.453835793,0.747771705
2022,ssp370,0.683550491,0.526707268,1.748259354,0.858799667,1.254917831,0.87243515,1.277027664,0.48645401,3.400807037,2.691746635,0.718270968
2023,ssp370,1.101822891,0.322054863,2.094828415,0.994564362,1.219793243,1.341441498,1.853551254,0.714862823,3.839810791,2.170720024,0.959838465
2024,ssp370,1.215179672,0.382225609,1.915800095,0.923255463,1.16916954,1.3389505,2.181014023,0.37742691,4.030431213,2.555248756,0.807546887
2025,ssp370,0.818816605,0.283213615,1.847890091,0.812947006,0.901909561,0.927028046,2.021135483,0.286162567,4.032958069,3.107836266,0.632007724
2026,ssp370,1.071354904,0.502353859,2.235544205,0.980375595,1.363442917,1.20237175,2.350656662,0.642518997,4.581629791,3.524540443,0.913504112
2027,ssp370,1.127002945,0.520365715,2.491875076,0.796410675,1.435458298,1.044405899,2.330064926,0.471447754,4.578860321,3.645689125,0.856839866
2028,ssp370,0.971437683,0.374777412,2.427196121,0.724567719,1.049785919,1.105644379,1.981528244,0.341353989,4.205477753,3.75064518,0.718189872
2029,ssp370,1.01271347,0.36228199,2.373653793,0.630358429,1.13560936,1.248460922,2.843414841,0.246264267,5.248535004,2.944542046,0.731235146
2030,ssp370,1.473247375,0.308507729,2.690114975,0.783686371,1.251185532,1.583497009,3.067297134,0.390702438,5.407510986,2.987924309,0.889711373
2031,ssp370,1.301590958,0.498244667,2.594642258,0.978196259,1.368071289,1.496571503,2.873154984,0.130962753,5.225758972,3.875386543,0.896717922
2032,ssp370,1.330826035,0.282895088,2.861526108,0.97874176,1.526190872,1.19756752,2.969928513,0.105427551,5.620477905,3.58790905,0.875841127
2033,ssp370,1.506278076,0.261849785,2.868797684,0.779556198,1.35799324,1.395814667,3.238473282,0.271979141,6.05918869,3.996285362,0.998817385
2034,ssp370,1.573630753,0.510697365,2.990192795,0.864182968,1.312351532,1.63329216,3.329279861,0.532026291,5.881988373,3.399905891,0.991633073
2035,ssp370,1.716449585,0.716419792,3.277122116,0.904402847,1.467777176,1.572265396,4.00815712,0.248299026,7.0252005,4.105799599,1.055129647
2036,ssp370,1.514977493,0.575034523,3.280515671,0.970327301,1.60542366,1.57622963,3.417839584,0.486213303,6.742903748,4.568192787,1.005968441
2037,ssp370,1.788226547,0.451292992,3.283711624,1.071301193,1.742480774,1.547480545,3.573164139,0.616783905,6.330458679,4.313053246,0.93738223
2038,ssp370,1.504193344,0.567107201,3.307705307,0.873232193,1.539441605,1.654475937,4.16226326,0.400312805,7.040801086,4.822404213,0.996576954
2039,ssp370,1.82288002,0.610274315,3.2201931,0.853188629,1.312093277,1.800180206,4.024271927,0.039315796,7.303014984,4.500742455,1.062194571
2040,ssp370,1.996706619,0.496705055,3.70135231,1.006157227,1.551393433,1.803696594,4.210754166,0.17748642,7.372241058,4.271031685,1.031998705
2041,ssp370,1.706713715,0.575673103,3.712028122,0.835241623,1.714477463,1.753023682,4.332958755,0.335749435,7.04765152,4.715814705,1.021242763
2042,ssp370,1.916239777,0.597298241,3.746815109,0.972493286,1.596852417,1.675336227,4.107774887,0.518742752,7.630598297,4.851340218,1.103937299
2043,ssp370,2.05312561,0.303629494,4.014445877,0.841033478,1.852863617,1.708353195,4.429209671,0.522733307,8.118380585,4.873149986,1.082224527
2044,ssp370,2.180044785,0.472576332,3.943340683,0.725912399,1.459461517,2.007370529,4.486870346,0.476343536,8.327932587,4.091646309,1.035231464
2045,ssp370,2.556527176,0.506928825,4.147589493,1.222362823,1.697279282,2.137845001,5.535760269,0.526607513,8.133852997,4.88777668,1.24591916
2046,ssp370,2.348590698,0.558019066,3.962121964,1.065468903,1.826154251,2.074362717,4.934460983,0.616119385,8.446751251,4.981886787,1.2074159
2047,ssp370,2.194323196,0.556568718,4.22844429,1.381847687,1.963234634,1.968419418,4.673185501,0.370604324,8.307345428,5.515247841,1.140107806
2048,ssp370,2.15945076,0.686525917,4.275512314,1.387725372,1.919482727,1.990195618,4.946439896,0.850625992,8.837418213,5.039808388,1.11973936
2049,ssp370,2.971661606,0.695203972,4.440736008,1.211330719,2.093157501,2.591348038,6.02373558,0.724018097,8.365067139,4.490225716,1.35154538
2050,ssp370,2.692766418,0.663485909,4.446789169,1.14861557,1.590262909,2.258533249,5.161767349,0.547467422,8.348907318,5.567838783,1.28281545
2051,ssp370,2.422544327,0.579441261,4.392734909,1.222796936,2.045618362,2.206458054,5.214892349,0.780923843,9.037814178,5.672962303,1.158883229
2052,ssp370,2.371646347,0.579321098,4.72839241,1.309556122,2.00828392,1.885125504,5.244518814,0.613913345,8.87483963,5.598724098,1.110625651
2053,ssp370,2.739078751,0.575211525,4.453110123,1.312935944,1.807541199,2.184232483,5.802444229,0.467978287,9.236246338,4.894949074,1.141076143
2054,ssp370,3.029631271,0.298766899,4.912938309,1.42867691,1.979381104,2.404978333,6.007938919,0.638406754,9.597041168,4.400934334,1.185958925
2055,ssp370,3.140355148,0.467111015,4.971152878,1.247324677,1.840967484,2.505942688,5.851584396,0.584142685,9.577468719,5.164757652,1.323156091
2056,ssp370,2.721451797,0.695408821,4.597682571,1.121023102,2.126581879,2.000034103,5.328558121,0.695341873,9.483378448,5.730015297,1.249851375
2057,ssp370,2.78302597,0.454699516,4.959366226,1.525038452,2.105707092,2.131606445,5.634695969,0.615211105,10.18900513,5.323866768,1.153491913
2058,ssp370,3.062161484,0.569758415,5.001893997,1.312946625,1.888424606,2.558626709,6.131725082,0.635234833,9.854308929,4.46502697,1.162577651
2059,ssp370,3.262403336,0.704641151,4.976144028,1.50423996,2.056847305,2.678658829,6.718375931,0.731591797,10.40551437,5.289221687,1.306824999
2060,ssp370,2.981259766,0.479667473,4.933712387,1.31862442,1.843324966,2.318923721,5.880514297,0.579593277,9.962197723,6.083066292,1.194974195
2061,ssp370,2.750175323,0.739333153,5.038946152,1.517171021,1.868455048,2.1649366,5.565520248,0.639200211,10.06718277,5.899490852,1.07402927
2062,ssp370,2.949313583,0.348146629,4.951512527,1.139539642,1.937470551,2.446967087,5.736257706,0.752097321,10.49466309,4.85769474,1.067583017
2063,ssp370,3.573343887,0.299483299,5.073127365,1.584235687,1.921112747,2.712483368,7.080163345,0.528947449,10.49664215,4.921923943,1.162771346
2064,ssp370,2.959014359,0.460542107,5.020763016,1.274261017,1.877292175,2.136170349,6.021394882,0.433119583,10.56774353,6.137267799,1.061726566
2065,ssp370,2.90348381,0.5623106,5.07918663,1.252180786,2.137789459,2.034450302,5.832069168,0.771854782,10.51585068,5.416207237,1.029803631
2066,ssp370,3.309134903,0.408721733,5.162876511,1.682703705,2.065980835,2.617462692,6.482790909,0.833400345,10.55514435,4.86267292,1.200260677
2067,ssp370,3.733738937,0.281327248,5.41350441,1.538764496,1.927919693,2.974367294,6.836299667,0.560603333,10.7653952,4.913378639,1.219841449
2068,ssp370,3.385874405,0.202714348,5.289801407,1.544402618,2.09828331,2.577375565,6.555406723,0.73938446,10.80881943,5.688058968,1.198197197
2069,ssp370,3.131328049,0.422210121,5.416800308,1.427408142,1.970466156,2.569453964,6.520100174,0.635759735,11.76266998,5.607273598,1.036494228
2070,ssp370,3.492628708,0.516578102,5.526164627,1.631101532,1.958301468,2.670312653,6.71193367,0.751417542,11.12702469,4.62782795,1.11365429
2071,ssp370,3.724243393,0.246238899,5.415172195,1.73543045,2.234083481,2.824207458,6.739867172,0.71227417,11.06890854,5.120100136,1.155164815
2072,ssp370,3.403814926,0.226402473,5.422068405,1.367614288,2.217373199,2.470666275,6.774777756,0.651378632,11.06492905,5.324958534,0.978747251
2073,ssp370,3.340492477,0.200356102,5.722598648,1.511098022,1.983275528,2.430619965,7.026240311,0.603278732,11.90897736,5.073322792,0.943425413
2074,ssp370,3.406194534,0.249080849,5.438138962,1.24000351,1.898073502,2.675538025,6.651841507,0.343927002,11.15075058,5.04922802,0.916437353
2075,ssp370,3.745598831,0.287285042,5.495754623,1.626002808,2.297555466,2.823580322,6.820682297,0.511115265,11.42002625,4.722029991,1.020061054
2076,ssp370,3.634578171,0.237683678,5.489310074,1.346567078,1.987880249,2.714420471,6.701637802,0.357518387,11.64925446,5.147577019,0.949052695
2077,ssp370,3.388148727,0.128380394,5.691666794,1.500127716,2.046272202,2.660719833,6.55298439,0.394569397,11.45213379,5.527409859,0.830841193
2078,ssp370,3.564641037,0.083645058,5.765567398,1.461069031,2.129476471,2.446497498,6.533311234,0.403572845,11.88984207,5.21895916,0.853678509
2079,ssp370,3.551715317,0.082880592,5.856887436,1.541917725,2.122905655,2.743882904,6.513117752,0.476109314,11.70020355,5.500739784,0.85204668
2080,ssp370,3.535357895,0.321252632,5.737134171,1.340300293,2.175187225,2.47032753,6.986631546,0.36038208,12.05818237,5.580184669,0.823988273
2081,ssp370,3.831384506,0.315215492,5.722409439,1.222554321,2.21606514,2.806017075,6.899384079,0.527933121,12.22315277,5.588425941,0.918166989
2082,ssp370,4.011780777,-0.062196159,5.893127823,1.564932556,2.307773514,2.855324707,7.26865593,0.647089386,12.55221771,4.718456001,0.931548868
2083,ssp370,4.068638077,0.137470818,5.985412216,1.70417511,2.036828537,3.07313591,7.068232498,0.508536911,12.39646896,4.650848885,0.834331044
2084,ssp370,4.125117722,0.101239967,6.321831131,1.955036469,2.629510422,3.199682388,7.646408615,0.578958511,12.46661896,5.26093647,0.960844518
2085,ssp370,3.795962753,0.049077034,5.984949875,1.33270752,2.301372833,2.516694031,6.49359642,0.300823212,12.73484253,6.620463295,0.773368978
2086,ssp370,3.575612106,-0.176861,5.921020889,1.5492099,2.685833664,2.520453033,6.585963211,0.613811493,12.77675385,5.24380085,0.658758749
2087,ssp370,3.911643448,-0.267293739,6.067171097,1.505379791,2.201637573,2.971965561,6.881049118,0.436600494,12.5883284,4.603658028,0.676338565
2088,ssp370,4.19013237,0.07047596,6.060593796,1.642716522,2.159612579,3.081482849,7.10687233,0.264194107,12.99577621,5.124250526,0.791015323
2089,ssp370,4.045628586,0.076686668,5.750140762,1.502707214,1.875643463,2.884853516,7.361589584,-0.046243286,13.10034775,6.019217415,0.729251422
2090,ssp370,3.822364273,0.225926399,5.780665207,1.280413361,1.669143982,2.586088715,6.554942856,0.039382935,12.24614777,6.17883503,0.570175815
2091,ssp370,4.235460129,0.171926689,6.054984665,1.518103333,2.026391525,3.054865799,7.515389786,0.392255783,12.76277832,4.877337379,0.761838662
